"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","토지등 소유자 수","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","분양세대총수","60㎡이하","60㎡초과~85㎡이하","85㎡초과","임대세대총수","(임대)40㎡이하","(임대)40㎡초과~50㎡이하","(임대)50㎡초과","건축계획비고","위치도","조감도","배치도","조합사무실 주소","조합사무실 전화번호"
"11380-100001033","은평구","불광동","재개발(주택정비형)","조합청산","불광제3구역주택재개발정비사업조합","불광동 17","조합청산","운영","1018","불광제3구역주택재개발정비사업조합","은평구 불광동 17번지 일대","77298.00","201877.98","제2종일반주거지역","주택재개발정비사업지구","58598.00","3367.00","7936.00","","184.00","5120.00","2093.00","주택(아파트)","23.30","214.42","46","15","3","1185","554","518","113","147","147","","","","/servlet/image/assc/201001151100231263520823859.jpg","/servlet/image/assc/2009/12/200912301640381262158838343.jpg","/servlet/image/assc/2009/12/200912301640371262158837312.jpg","북한산힐스테이트3차 3202동 주민동동시설 내","02-358-2203"
"11560-100004029","영등포구","도림동","재개발(주택정비형)","조합청산","도림제16구역 주택재개발정비사업조합","도림동 162-94","조합청산","운영","420","영등포구 도림 제16 주택재개발정비구역","영등포구 도림동 162-94","53378.00","1370052.81","3종일반주거지역","준공업지역","53378.00","2937.00","1857.00","1963.00","36366.00","0.00","10255.00","공동주택","15.28","247.41","31","30","3","689","56","519","114","147","60","60","27","","/servlet/image/assc/2011/11/201111251022121322184132392.bmp","/servlet/image/assc/2014/03/201403060001481394031708335.jpg","/servlet/image/assc/2014/03/201403060004091394031849477.jpg","4층","02-843-4428"
"11380-100001065","은평구","수색동","재개발(주택정비형)","조합","수색8재정비촉진구역 주택재개발 정비사업조합","수색동 16-2","관리처분인가","운영","329","수색 8구역 주택재개발 정비사업조합","수색동 16-2번지","29884000.00","833.35","제2종 일반주거지역","","29884.00","9512.00","","","","","","주택 및 근생","24.00","263.89","64","","","479","170","309","","99","40","40","19","","/servlet/image?url=images/assc/2016/03/201603151033011458005581196.jpg","/servlet/image/assc/2018/08/201808011134111533090851572.jpg","/servlet/image/assc/2018/08/201808011134571533090897062.jpg","서울특별시 은평구 수색로 256, 수색마트 3층 (수색동)","02-307-6040"
"11560-100003000","영등포구","양평동","재건축","조합","신동아아파트 주택재건축정비사업조합","양평동1가 20","조합설립인가","운영","514","양평동 신동아아파트 주택재건축 정비사업","영등포구 양평동1가 20번지","20619.00","84761.64","준공업지역","일반미관지구","18383.00","868.00","1368.00","","","","","공동주택 및 부대복리시설","25.00","299.94","90","30","","563","221","342","","56","","12","44","소형주택:56세대","/servlet/image/assc/2011/06/201106301107471309399667300.jpg","/servlet/image?url=images/assc/2024/08/202408071501371723010497974.jpg","/servlet/image?url=images/assc/2023/05/202305091820411683624041699.jpg","서울특별시 영등포구 영등포로12길 8, 단지내 컨테이너 (양평동1가, 신동아아파트)","02-2635-2766"
"11710-100002001","송파구","신천동","재건축","조합","잠실미성?크로바아파트 주택재건축정비사업조합","신천동 17-6","착공신고","운영","1429","잠실미성크로바아파트주택재건축정비사업조합","송파구 신천동 17-6","75684.50","295903.72","제3종 일반주거지역","아파트지구[잠실아파트지구개발기본계획(3주구)]","67910.00","4130.50","3644.00","","","","","공동주택(아파트)및 부대복리시설","19.29","299.70","102","35","2","1718","638","992","88","192","","82","110","","/servlet/image?url=images/assc/2016/07/201607051521151467699675183.gif","/servlet/image/assc/2023/11/202311031026541698974814567.jpg","/servlet/image/assc/2023/11/202311031053121698976392636.jpg","9층","02-413-0395"
"11590-100002011","동작구","사당동","재건축","조합","사당2 주택재건축 조합","사당동 181-360","이전고시","운영","451","사당2주택재건축정비사업조합","동작구 사당동 181번지","49439.30","160462.73","2종 일반주거지역","정비구역(도시 및 주거환경정비법 단독주택재건축)","39062.80","4697.50","5405.60","0.00","227.10","46.30","0.00","공동주택 및 부대복리시설","22.82","243.50","60","18","4","959","468","488","3","0","","","","","/servlet/image/assc/2011/08/201108161813271313486007597.jpg","/servlet/image/assc/2017/10/201710111739171507711157809.jpg","/servlet/image/assc/2017/10/201710111741411507711301493.jpg","상가동 201호","02-598-4945"
"11170-100003006","용산구","청파동","재개발(주택정비형)","조합","청파제1구역 재개발정비사업조합","청파동2가 11-1","조합설립인가","운영","460","청파제1구역 재개발정비사업조합","용산구 청파동2가 11-1번지","32390.40","112533.03","제2종 일반주거지역(7층이하) 제3종 일반주거지역","","26549.60","3060.30","","","","","2667.30","공동주택 및 부대복리시설","25.72","249.86","80","25","3","581","310","183","88","116","93","19","4","","/servlet/image?url=images/assc/2022/05/202205301413081653887588729.jpg","/servlet/image?url=images/assc/2024/08/202408121527361723444056345.jpg","/servlet/image?url=images/assc/2024/08/202408121733171723451597449.jpg","서울특별시 용산구 청파로55길 7, 201호 청파제1구역 재개발정비사업조합 (청파동2가)","02-711-7811"
"11290-900000803","성북구","종암동","가로주택정비","조합","종암동 개운산마을 가로주택정비사업조합","종암동 81-188","조합설립인가","운영","34","종암동 개운산마을 가로주택정비사업","성북구 종암동 81-188","5097.00","13556.35","제3종 일반주거지역","","3578.28","590.72","","","","","","공동주택","29.51","246.41","60","19","2","94","66","28","","0","","","","","/servlet/image?url=images/assc/2021/07/202107011042531625103773641.png","","","서울특별시 성북구 종암로21길 97, 3층 301호 (종암동)","070-8801-0415"
"11440-900000801","마포구","염리동","재개발(주택정비형)","공공지원자","염리동 488-14번지 일대 정비계획 수립 및 정비구역 지정 진행 지역","염리동 488-14","정비계획 수립","운영","647","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11650-900000605","서초구","잠원동","재건축","조합","신반포12차아파트 재건축정비사업조합","잠원동 50-5","사업시행인가","운영","370","신반포12차아파트 주택재건축정비사업","서초구 잠원로 14길 41","17712.20","92800.52","제3종 일반주거지역","반포아파트지구 3지구","17190.00","522.20","0.00","0.00","0.00","0.00","0.00","공동주택","18.65","290.77","120","35","3","387","201","119","67","45","","15","30","","/servlet/image/assc/2015/04/201504101056181428630978704.bmp","/servlet/image/assc/2024/06/202406281556581719557818828.png","/servlet/image/assc/2024/06/202406281605421719558342819.jpg","재건축사무실","02-535-0976"
"11290-900000159","성북구","성북동","재개발(주택정비형)","조합","성북제2구역 주택재개발정비사업 조합","성북동 226-","사업시행인가","운영","361","성북제2구역주택재개발정비사업","성북동 226-103번지","75072.80","37918.07","제1종 전용주거지역 자연녹지지역","자연경관지구","62469.90","7847.70","4458.90","","296.30","","","공동주택 및 부대복리시설","35.90","89.13","14","4","3","195","61","134","","0","","","","단독주택 별도","/servlet/image?url=images/assc/2020/03/202003131528271584080907876.jpg","/servlet/image/assc/2024/09/202409191807101726736830263.jpg","/servlet/image/assc/2024/09/202409191857241726739844191.jpg","2층","02-741-3361"
"11650-900000146","서초구","반포동","재건축","조합","삼호가든4차아파트 주택재건축 정비사업","반포동 30-18","조합해산","운영","416","삼호가든4차아파트 주택재건축정비사업","서초구 반포동 30-20","27429.50","134756.53","제3종일반주거지역","일반미관지구아파트지구","27429.50","0.00","0.00","0.00","0.00","0.00","0.00","공동주택","19.54","299.94","","35","3","621","140","341","140","130","","85","45","","/servlet/image/assc/2013/09/201309021051011378086661820.png","/servlet/image/assc/2016/03/201603281451441459144304121.jpg","/servlet/image/assc/2016/03/201603281453091459144389453.jpg","에이엘 410호","02-538-0336"
"11650-100002000","서초구","반포동","재건축","조합","삼호가든맨션3차 재건축정비사업조합","반포동 32-8","조합해산","운영","442","삼호가든맨션3차아파트 주택재건축정비사업구역","서초구 반포1동 32-8번지외","31228.80","133959.52","제3종일반주거지역","아파트지구 과밀억제구역","30996.80","232.00","","","","","","아파트","15.54","298.20","97","34","4","633","67","277","289","144","","57","87","","/servlet/image/assc/2012/02/201202021147091328150829533.jpg","/servlet/image/assc/2018/04/201804141101541523671314106.jpg","/servlet/image/assc/2018/04/201804141109431523671783639.jpg","305호(중앙서초프라자)","02-591-0300"
"11380-900000142","은평구","증산동","재개발(주택정비형)","조합","증산5재정비촉진구역 주택재개발정비사업 조합","증산동 195-","관리처분인가","운영","975","증산5 재정비 촉진구역 주택 재개발 정비 사업","은평구 증산동 195번지","112573.00","265583.95","제 2종(7,2)일반주거지역, 제3종 일반주거지역","일반미관지구","71157.00","16244.00","1996.00","9988.00","583.00","12605.00","","공동주택","24.96","263.70","92","30","3","1412","274","774","364","292","117","117","58","","/servlet/image/assc/2011/12/201112161610251324019425717.jpg","/servlet/image/assc/2013/06/201306261316571372220217631.jpg","/servlet/image/assc/2014/10/201410101235481412912148592.jpg","1층,(증산동 평안빌딩)","02-304-7798"
"11650-100002015","서초구","잠원동","재건축","조합","신반포2차아파트 재건축정비사업조합","잠원동 73","조합설립인가","운영","1683","신반포2차아파트 재건축정비사업구역(아파트지구)","서초구 잠원동 73번지","116070.90","425691.64","도시지역 제3종일반주거지역 자연녹지지역","아파트지구","79638.10","9062.10","9808.40","16278.60","400.00","0.00","883.70","공동주택 및 부대복리시설","21.47","299.94","170","49","4","1798","206","844","748","258","","","258","","/servlet/image/assc/2011/08/201108291457351314597455027.jpg","/servlet/image?url=images/assc/2024/08/202408051546391722840399908.jpg","/servlet/image/assc/2011/08/201108291710171314605417513.jpg","서울특별시 서초구 신반포로23길 41, 잠원상가 210호 (잠원동, 신반포2지구아파트)","02-532-0122"
"11650-100002018","서초구","반포동","재건축","조합","신반포15차아파트 주택재건축정비사업조합 ","반포동 12","준공인가","운영","181","신반포15차아파트 주택재건축정비사업","서초구 반포동 12번지","31983.10","158701.30","제3종 일반주거지역","아파트지구(반포지구2)","27846.20","2735.90","1401.00","0.00","0.00","0.00","0.00","공동주택","18.47","299.71","113","35","4","604","166","219","219","37","","","37","","/servlet/image/assc/2010/10/201010181158031287370683076.jpg","/servlet/image?url=images/assc/2022/05/202205161104191652666659001.png","/servlet/image?url=images/assc/2022/05/202205161110381652667038884.jpg","서울특별시 서초구 신반포로3길 8, 반포프라자 511호 (반포동)","02-537-9162"
"11650-900000124","서초구","반포동","재건축","조합","신반포3차,경남 주택재건축정비사업조합","반포동 1-1","조합해산","운영","2557","신반포3차 경남아파트 주택재건축 정비사업","서초구 반포동 1-1","146915.80","615238.55","제3종 일반주거지역","아파트지구","119247.00","16359.30","3939.10","","","","","주택","19.96","299.95","148","45","3","2706","456","1147","1103","126","","","126","","/servlet/image?url=images/assc/2015/12/201512191252541450497174024.jpg","/servlet/image/assc/2020/04/202004021116351585793795388.jpg","/servlet/image/assc/2020/04/202004021115471585793747890.jpg","703호","02-537-1925"
